DateTime,Currency,Name,Country,Volatility,Actual,Previous,Consensus
01/17/2019 13:30:00,USD,Initial Jobless Claims 4-week average,United States,2,223.000,223.750,
01/17/2019 13:30:00,USD,Continuing Jobless Claims,United States,2,1.737,1.722,1.735
01/17/2019 13:30:00,USD,Philadelphia Fed Manufacturing Survey,United States,2,17.000,9.400,10.000
01/17/2019 15:30:00,USD,EIA Natural Gas Storage Change,United States,1,-81.000,-91.000,
01/17/2019 15:45:00,USD,Fed's Quarles speech,United States,2,,,
01/17/2019 16:30:00,USD,4-Week Bill Auction,United States,1,2.370,2.380,
01/18/2019 00:00:00,EUR,G20 Meeting,European Monetary Union,2,,,
01/18/2019 09:00:00,EUR,Current Account s.a,European Monetary Union,1,20.300,23.000,24.100
01/18/2019 09:00:00,EUR,Current Account n.s.a,European Monetary Union,1,23.200,26.600,
01/18/2019 14:05:00,USD,Fed's Williams speech,United States,2,,,
01/18/2019 14:15:00,USD,Industrial Production (MoM),United States,2,0.300,0.600,0.200
01/18/2019 14:15:00,USD,Capacity Utilization,United States,2,78.700,78.500,78.500
01/18/2019 15:00:00,USD,Michigan Consumer Sentiment Index,United States,2,90.700,98.300,97.000
01/18/2019 18:00:00,USD,Baker Hughes US Oil Rig Count,United States,2,852.000,873.000,
01/21/2019 00:00:00,USD,Martin L. King's Birthday,United States,0,,,
01/21/2019 07:00:00,EUR,Producer Price Index (YoY),Germany,1,2.700,3.300,3.200
01/21/2019 07:00:00,EUR,Producer Price Index (MoM),Germany,2,-0.400,0.100,-0.100
01/21/2019 11:00:00,EUR,German Buba Monthly Report,Germany,1,,,
01/22/2019 10:00:00,EUR,ZEW Survey - Economic Sentiment,Germany,2,-15.000,-17.500,-18.400
01/22/2019 10:00:00,EUR,ZEW Survey - Economic Sentiment,European Monetary Union,1,-20.900,-21.000,
01/22/2019 10:00:00,EUR,ZEW Survey - Current Situation,Germany,2,27.600,45.300,43.500
01/22/2019 15:00:00,USD,Existing Home Sales (MoM),United States,2,4.990,5.320,5.250
01/22/2019 15:00:00,USD,Existing Home Sales Change (MoM),United States,1,-6.400,1.900,-1.000
01/23/2019 07:45:00,EUR,Business Climate,France,1,103.000,104.000,103.000
01/23/2019 12:00:00,USD,MBA Mortgage Applications,United States,1,-2.700,13.500,
01/23/2019 13:55:00,USD,Redbook Index (MoM),United States,1,-1.500,-1.700,
01/23/2019 13:55:00,USD,Redbook Index (YoY),United States,1,7.000,6.700,
01/23/2019 14:00:00,USD,Housing Price Index (MoM),United States,2,0.400,0.300,
01/23/2019 15:00:00,EUR,Consumer Confidence,European Monetary Union,1,-7.900,-6.200,-6.500
01/23/2019 15:00:00,USD,Richmond Fed Manufacturing Index,United States,1,-2.000,-8.000,
01/23/2019 21:30:00,USD,API Weekly Crude Oil Stock,United States,1,6.550,-0.560,
01/24/2019 08:15:00,EUR,Markit PMI Composite,France,1,47.900,48.700,51.000
01/24/2019 08:15:00,EUR,Markit Services PMI,France,1,47.500,49.000,50.500
01/24/2019 08:15:00,EUR,Markit Manufacturing PMI,France,1,51.200,49.700,49.900
01/24/2019 08:30:00,EUR,Markit Manufacturing PMI,Germany,2,49.900,51.500,51.300
01/24/2019 08:30:00,EUR,Markit Services PMI,Germany,2,53.100,51.800,52.100
01/24/2019 08:30:00,EUR,Markit PMI Composite,Germany,3,52.100,51.600,51.900
01/24/2019 09:00:00,EUR,Markit Services PMI,European Monetary Union,2,50.800,51.200,51.500
01/24/2019 09:00:00,EUR,Markit Manufacturing PMI,European Monetary Union,2,50.500,51.400,51.400
01/24/2019 09:00:00,EUR,Markit PMI Composite,European Monetary Union,2,50.700,51.100,51.400
01/24/2019 12:45:00,EUR,ECB Deposit Rate Decision,European Monetary Union,3,-0.400,-0.400,-0.400
01/24/2019 12:45:00,EUR,ECB Interest Rate Decision,European Monetary Union,3,0.000,0.000,0.000
01/24/2019 13:30:00,USD,Continuing Jobless Claims,United States,2,1.713,1.737,1.735
01/24/2019 13:30:00,USD,Initial Jobless Claims,United States,2,199.000,213.000,220.000
01/24/2019 13:30:00,USD,Initial Jobless Claims 4-week average,United States,2,220.000,223.000,
01/24/2019 13:30:00,EUR,ECB Monetary Policy Statement and Press Conference,European Monetary Union,3,,,
01/24/2019 14:45:00,USD,Markit Manufacturing PMI,United States,2,54.900,53.800,53.500
01/24/2019 14:45:00,USD,Markit PMI Composite,United States,2,54.500,54.400,54.200
01/24/2019 14:45:00,USD,Markit Services PMI,United States,2,54.200,54.400,54.100
01/24/2019 15:30:00,USD,EIA Natural Gas Storage Change,United States,1,-163.000,-81.000,-154.000
01/24/2019 16:00:00,USD,EIA Crude Oil Stocks Change,United States,1,7.970,-2.683,-0.042
01/24/2019 16:00:00,USD,Kansas Fed Manufacturing Activity,United States,1,2.000,-18.000,
01/24/2019 16:30:00,USD,4-Week Bill Auction,United States,1,2.355,2.370,
01/24/2019 17:00:00,USD,Senate votes on Government Shutdown,United States,2,,,
01/25/2019 09:00:00,EUR,IFO - Expectations,Germany,2,94.200,97.300,97.000
01/25/2019 09:00:00,EUR,IFO - Current Assessment,Germany,2,104.300,104.700,104.200
01/25/2019 09:00:00,EUR,IFO - Business Climate,Germany,2,99.100,101.000,100.600
01/25/2019 18:00:00,USD,Baker Hughes US Oil Rig Count,United States,2,862.000,852.000,
01/28/2019 09:00:00,EUR,M3 Money Supply (YoY),European Monetary Union,1,4.100,3.700,3.800
01/28/2019 09:00:00,EUR,Private Loans (YoY),European Monetary Union,1,3.300,3.300,3.400
01/28/2019 09:00:00,EUR,M3 Money Supply (3m),European Monetary Union,1,3.900,3.700,3.800
01/28/2019 13:30:00,USD,"Chicago Fed National Activity Index ",United States,2,0.270,0.220,
01/28/2019 14:00:00,EUR,ECB's President Draghi speech,European Monetary Union,3,,,
01/28/2019 15:30:00,USD,Dallas Fed Manufacturing Business Index,United States,1,1.000,-5.100,
01/28/2019 16:00:00,EUR,ECB's President Draghi speech,European Monetary Union,3,,,
01/28/2019 16:30:00,USD,6-Month Bill Auction,United States,1,2.450,2.460,
01/28/2019 18:00:00,USD,5-Year Note Auction,United States,1,2.576,2.652,
01/28/2019 18:00:00,USD,2-Year Note Auction,United States,1,2.600,2.619,
01/28/2019 18:00:00,USD,3-Month Bill Auction,United States,1,2.375,2.405,
01/29/2019 07:45:00,EUR,Consumer Confidence,France,1,91.000,87.000,88.000
01/29/2019 13:55:00,USD,Redbook Index (YoY),United States,1,5.800,7.000,
01/29/2019 13:55:00,USD,Redbook Index (MoM),United States,1,-1.800,-1.500,
01/29/2019 14:00:00,USD,S&P/Case-Shiller Home Price Indices (YoY),United States,2,4.700,5.000,4.900
01/29/2019 15:00:00,USD,Consumer Confidence,United States,2,,,
01/29/2019 16:30:00,USD,52-Week Bill Auction,United States,1,2.515,2.545,
01/29/2019 18:00:00,USD,7-Year Note Auction,United States,1,2.625,2.680,
01/29/2019 21:30:00,USD,API Weekly Crude Oil Stock,United States,1,2.098,6.550,
01/30/2019 06:30:00,EUR,Gross Domestic Product (QoQ),France,1,0.300,0.300,0.100
01/30/2019 07:00:00,EUR,Import Price Index (MoM),Germany,1,-1.300,-1.000,-0.800
01/30/2019 07:00:00,EUR,Import Price Index (YoY),Germany,1,1.600,3.100,2.100
01/30/2019 07:00:00,EUR,Gfk Consumer Confidence Survey,Germany,2,10.800,10.400,10.300
01/30/2019 07:45:00,EUR,Consumer Spending (MoM),France,1,-1.500,-0.300,-0.200
01/30/2019 08:45:00,EUR,Producer Prices (MoM),France,1,-1.100,0.100,
01/30/2019 10:00:00,EUR,Consumer Confidence,European Monetary Union,1,-7.900,-7.900,-7.900
01/30/2019 10:00:00,EUR,Services Sentiment,European Monetary Union,1,11.000,12.000,11.100
01/30/2019 10:00:00,EUR,Economic Sentiment Indicator,European Monetary Union,1,106.200,107.300,106.800
01/30/2019 10:00:00,EUR,Business Climate,European Monetary Union,2,0.690,0.820,0.750
01/30/2019 10:00:00,EUR,Industrial Confidence,European Monetary Union,1,0.500,1.100,0.500
01/30/2019 11:00:21,EUR,10-y Bond Auction,Germany,2,0.200,0.290,
01/30/2019 12:00:00,USD,MBA Mortgage Applications,United States,1,-3.000,-2.700,
01/30/2019 13:00:00,EUR,Consumer Price Index (YoY),Germany,1,1.400,1.700,1.600
01/30/2019 13:00:00,EUR,Harmonized Index of Consumer Prices (YoY),Germany,3,1.700,1.700,1.700
01/30/2019 13:00:00,EUR,Consumer Price Index (MoM),Germany,1,-0.800,0.100,-0.900
01/30/2019 13:00:00,EUR,Harmonized Index of Consumer Prices (MoM),Germany,2,-1.000,0.300,-1.000
01/30/2019 13:15:00,USD,ADP Employment Change,United States,2,213.000,271.000,178.000
01/30/2019 15:00:00,USD,Pending Home Sales (YoY),United States,1,-9.800,-7.700,
01/30/2019 15:00:00,USD,Pending Home Sales (MoM),United States,2,-2.200,-0.700,0.500
01/30/2019 15:30:00,USD,EIA Crude Oil Stocks Change,United States,1,0.919,7.970,3.155
01/30/2019 19:00:00,USD,Fed's Monetary Policy Statement,United States,3,,,
01/30/2019 19:00:00,USD,Fed Interest Rate Decision,United States,3,2.500,2.500,2.500
01/30/2019 19:30:00,USD,FOMC Press Conference,United States,3,,,
01/31/2019 07:00:00,EUR,Retail Sales (MoM),Germany,2,-4.300,1.400,-0.600
01/31/2019 07:00:00,EUR,Retail Sales (YoY),Germany,1,-2.100,1.100,
01/31/2019 07:45:00,EUR,Consumer Price Index (EU norm) (MoM),France,1,-0.600,0.100,
01/31/2019 07:45:00,EUR,Consumer Price Index (EU norm) (YoY),France,2,1.400,1.900,1.300
01/31/2019 08:00:00,EUR,ECB's Cœuré speech,European Monetary Union,2,,,
01/31/2019 08:55:00,EUR,Unemployment Change,Germany,2,-2.000,-14.000,-10.000
01/31/2019 08:55:00,EUR,Unemployment Rate s.a.,Germany,2,5.000,5.000,5.000
01/31/2019 10:00:00,EUR,Gross Domestic Product s.a. (QoQ),European Monetary Union,3,0.200,0.200,0.200
01/31/2019 10:00:00,EUR,Gross Domestic Product s.a. (YoY),European Monetary Union,3,1.200,1.600,1.200
01/31/2019 10:00:00,EUR,Unemployment Rate,European Monetary Union,2,7.900,7.900,7.900
01/31/2019 10:15:00,EUR,ECB's Mersch speech,European Monetary Union,2,,,
01/31/2019 12:30:00,USD,Challenger Job Cuts,United States,1,52.988,43.884,
01/31/2019 13:30:00,USD,Initial Jobless Claims,United States,2,253.000,199.000,215.000
01/31/2019 13:30:00,USD,Initial Jobless Claims 4-week average,United States,2,223.250,220.000,
01/31/2019 13:30:00,USD,Continuing Jobless Claims,United States,2,1.782,1.713,
01/31/2019 13:30:00,USD,Employment Cost Index,United States,1,0.700,0.800,0.800
01/31/2019 14:45:00,USD,Chicago Purchasing Managers' Index,United States,2,56.700,65.400,61.500
01/31/2019 15:00:00,USD,New Home Sales (MoM),United States,2,0.657,0.544,0.560
01/31/2019 15:00:00,USD,New Home Sales Change (MoM),United States,1,16.900,-8.900,2.900
01/31/2019 15:30:00,USD,EIA Natural Gas Storage Change,United States,1,-173.000,-163.000,-189.000
01/31/2019 16:00:00,EUR,German Buba President Weidmann speech,Germany,2,,,
01/31/2019 16:30:00,USD,4-Week Bill Auction,United States,1,2.390,2.355,
01/31/2019 21:00:00,USD,Net Long-Term TIC Flows,United States,1,37.600,31.300,
01/31/2019 21:00:00,USD,Total Net TIC Flows,United States,1,31.000,42.000,
02/01/2019 07:45:00,EUR,Budget,France,1,-76.100,-95.600,
02/01/2019 08:50:00,EUR,Markit Manufacturing PMI,France,1,51.200,51.200,51.200
02/01/2019 08:55:00,EUR,Markit Manufacturing PMI,Germany,2,49.700,49.900,49.900
02/01/2019 09:00:00,EUR,Markit Manufacturing PMI,European Monetary Union,2,50.500,50.500,50.500
02/01/2019 10:00:00,EUR,Consumer Price Index - Core (YoY),European Monetary Union,3,1.100,1.000,1.000
02/01/2019 10:00:00,EUR,Consumer Price Index (YoY),European Monetary Union,3,1.400,1.600,1.400
02/01/2019 13:00:00,USD,Building Permits (MoM),United States,2,1.322,1.328,
02/01/2019 13:30:00,USD,Nonfarm Payrolls,United States,3,304.000,312.000,165.000
02/01/2019 13:30:00,USD,Average Weekly Hours,United States,1,34.500,34.500,34.500
02/01/2019 13:30:00,USD,Average Hourly Earnings (YoY),United States,3,3.200,3.200,3.200
02/01/2019 13:30:00,USD,Labor Force Participation Rate,United States,2,63.200,63.100,
02/01/2019 13:30:00,USD,Average Hourly Earnings (MoM),United States,2,0.100,0.400,0.300
02/01/2019 13:30:00,USD,U6 Underemployment Rate,United States,1,8.100,7.600,
02/01/2019 13:30:00,USD,Unemployment Rate,United States,2,4.000,3.900,3.900
02/01/2019 14:45:00,USD,Markit Manufacturing PMI,United States,2,54.900,54.900,54.500
02/01/2019 15:00:00,USD,Michigan Consumer Sentiment Index,United States,2,91.200,90.700,90.800
